,Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Borough,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Probability,URL
297,5/7/2024,1567 York Avenue,2B-Yellow,2100,2624,0.8,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Roomrs Co Living,5.0,8,1915.0,Yes,Available Furnished,Available Short Term,Furnished Apartments,Management Company,,Walk up,,,,,,,,,0.995978161,
298,5/7/2024,1567 York Avenue,3B-Green,2200,2624,0.8,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Roomrs Co Living,5.0,8,1915.0,Yes,Available Furnished,Available Short Term,Furnished Apartments,Management Company,,Walk up,,,,,,,,,0.995655109,
299,6/24/2024,165 East 90th Street,Studio,2599,2624,1.0,Studio,1.0,,,,10128,$$,Manhattan,Carnegie Hill,Upper East Side,,AIR NYC,5.0,15,1910.0,Yes,Management Company,,Cats Allowed,Dogs Allowed,Walk up,,,,,,,,,,0.989925099,
300,6/24/2024,3480 Seymour Avenue,Studio,1475,2624,0.6,Studio,1.0,,,,10469,$,The Bronx,East Bronx,,,Taconic Management Company,5.0,1416,1935.0,Yes,Courtyard,Laundry in Building,Live in super,Management Company,,,,,,,,,,,0.998549141,
301,3/31/2024,500 West 23rd Street,12B,4453,2624,1.7,Studio,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,13.0,106,2007.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.74608672,
302,3/31/2024,500 West 23rd Street,11H,4486,2624,1.7,Studio,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,13.0,106,2007.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.741205914,
303,3/31/2024,777 Sixth Avenue,31A,4731,2624,1.8,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,32.0,293,2000.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,0.659677817,
304,3/25/2024,250 Ashland Place,18M,3517,2624,1.3,Studio,1.0,1.0,,,11217,$$$,Brooklyn,Fort Greene,,,Gotham Properties,53.0,580,2016.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.960639833,
305,3/25/2024,250 Ashland Place,25J,3664,2624,1.4,Studio,1.0,1.0,,,11217,$$$,Brooklyn,Fort Greene,,,Gotham Properties,53.0,580,2016.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.943329864,
306,3/25/2024,250 Ashland Place,28B,3889,2624,1.5,Studio,1.0,,,,11217,$$$,Brooklyn,Fort Greene,,,Gotham Properties,53.0,580,2016.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.914430707,
307,3/25/2024,550 West 45th Street,216,3570,2624,1.4,Studio,1.0,1.0,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32.0,554,2013.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.934299709,
308,3/25/2024,550 West 45th Street,1022,3795,2624,1.4,Studio,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32.0,554,2013.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.922736786,
309,3/25/2024,550 West 45th Street,726,3881,2624,1.5,Studio,1.0,0.5,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32.0,554,2013.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.895179675,
310,3/31/2024,105 West 29th Street,35A,4141,2624,1.6,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.839816812,
311,3/31/2024,105 West 29th Street,38A,4172,2624,1.6,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.836554781,
312,3/31/2024,105 West 29th Street,27L,4227,2624,1.6,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.830636079,
313,3/31/2024,105 West 29th Street,29G,4335,2624,1.7,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.775167563,
314,3/31/2024,105 West 29th Street,40G,4448,2624,1.7,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.759520408,
315,3/31/2024,105 West 29th Street,27G,4489,2624,1.7,Studio,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Equity Residential,53.0,302,2008.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,,0.753662446,
316,3/31/2024,400 West 37th Street,10D,3207,2624,1.2,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.964435212,
317,3/31/2024,400 West 37th Street,11D,3277,2624,1.2,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.962524662,
318,3/31/2024,400 West 37th Street,14D,3303,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.950596985,
319,3/31/2024,400 West 37th Street,8U,3336,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.949380628,
320,3/31/2024,400 West 37th Street,3D,3417,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.946273792,
321,3/31/2024,400 West 37th Street,14A,3441,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,13.0,259,2002.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.945319223,
322,3/31/2024,431 West 37th Street,2N,3347,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.948968912,
323,3/31/2024,431 West 37th Street,3J,3358,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.948554028,
324,1/9/2024,2 Gold Street,5J,3245,2624,1.2,Studio,1.0,1.0,,,10038,$$$,Manhattan,Financial District,Lower Manhattan,Lower Manhattan,TF Cornerstone,51.0,209,2005.0,Yes,Deposit Free,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,0.972053725,
325,1/9/2024,201 East 69th Street,08L,3950,2624,1.5,Studio,1.0,,1.0,,10021,$$$,Manhattan,Lenox Hill,Upper East Side,,TF Cornerstone,16.0,314,1900.0,Yes,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.899914152,
326,1/9/2024,223 North 8th Street,S-6D,4020,2624,1.5,Studio,1.0,,,,11211,$$$$,Brooklyn,Williamsburg,,,TF Cornerstone,7.0,95,2016.0,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.894915177,
327,1/9/2024,223 North 8th Street,N-6F,3933,2624,1.5,Studio,1.0,,,,11211,$$$$,Brooklyn,Williamsburg,,,TF Cornerstone,7.0,95,2016.0,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.901095869,
328,1/9/2024,250 North 10th Street,517,3780,2624,1.4,Studio,1.0,,,,11211,$$,Brooklyn,Williamsburg,,,TF Cornerstone,6.0,234,2014.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.930654858,
329,3/31/2024,431 West 37th Street,2P,3435,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.945559353,
330,3/31/2024,431 West 37th Street,3H,3503,2624,1.3,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.942778804,
331,3/31/2024,431 West 37th Street,4C,3725,2624,1.4,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.913807867,
332,3/31/2024,431 West 37th Street,6C,3746,2624,1.4,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.912515898,
333,1/4/2024,38 Sixth Avenue,0,2960,2624,1.1,Studio,1.0,,,,11217,$,Brooklyn,Prospect Heights,,,Avanath Communities,23.0,303,2017.0,Yes,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,,0.984696454,
334,1/9/2024,250 North 10th Street,138,3680,2624,1.4,Studio,1.0,,,,11211,$$,Brooklyn,Williamsburg,,,TF Cornerstone,6.0,234,2014.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.935497718,
335,4/29/2024,461 Dean Street,S16,3975,2624,1.5,Studio,1.0,,,,11217,$$$,Brooklyn,Prospect Heights,,,Greystar,33.0,360,2016.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.909063335,
336,4/29/2024,461 Dean Street,S6,3545,2624,1.4,Studio,1.0,,,,11217,$$$,Brooklyn,Prospect Heights,,,Greystar,33.0,360,2016.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.948068226,
337,4/29/2024,461 Dean Street,S8,3725,2624,1.4,Studio,1.0,,,,11217,$$$,Brooklyn,Prospect Heights,,,Greystar,33.0,360,2016.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.940746083,
338,1/9/2024,250 North 10th Street,511,3675,2624,1.4,Studio,1.0,,,,11211,$$,Brooklyn,Williamsburg,,,TF Cornerstone,6.0,234,2014.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.935731406,
339,1/9/2024,33 Bond Street,707,2864,2624,1.1,Studio,1.0,,1.0,,11201,$$,Brooklyn,Downtown Brooklyn,,,TF Cornerstone,26.0,715,2017.0,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.986117819,
340,1/9/2024,340 East 34th Street,16G,3296,2624,1.3,Studio,1.0,1.0,1.0,,10016,$$$,Manhattan,Kips Bay,Midtown,Midtown,TF Cornerstone,17.0,200,1995.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.969642879,
341,1/9/2024,340 East 34th Street,11E,3250,2624,1.2,Studio,1.0,1.0,1.0,,10016,$$$,Manhattan,Kips Bay,Midtown,Midtown,TF Cornerstone,17.0,200,1995.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.97742794,
342,1/9/2024,444 West 35th Street,02E,3290,2624,1.3,Studio,1.0,,1.0,,10001,$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,18.0,86,1990.0,Yes,Deposit Free,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,,0.957831441,
343,1/9/2024,444 West 35th Street,08E,3290,2624,1.3,Studio,1.0,,1.0,,10001,$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,18.0,86,1990.0,Yes,Deposit Free,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,,0.957831441,
344,1/9/2024,455 West 37th Street,729,3365,2624,1.3,Studio,1.0,,1.0,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,24.0,394,2009.0,Yes,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.948288353,
345,1/9/2024,4610 Center Boulevard,1203,3351,2624,1.3,Studio,1.0,1.0,1.0,,11109,$$,Queens,Long Island City,,,TF Cornerstone,26.0,585,2014.0,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.973658933,
346,1/9/2024,4610 Center Boulevard,605,3332,2624,1.3,Studio,1.0,1.0,1.0,,11109,$$,Queens,Long Island City,,,TF Cornerstone,26.0,585,2014.0,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.974034378,
347,1/9/2024,4615 Center Boulevard,2906,3239,2624,1.2,Studio,1.0,1.0,1.0,,11109,$$,Queens,Long Island City,,,TF Cornerstone,42.0,367,2011.0,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,0.981393335,
348,1/9/2024,4720 Center Boulevard,318,3150,2624,1.2,Studio,1.0,1.0,1.0,,11109,$$,Queens,Long Island City,,,TF Cornerstone,32.0,495,2006.0,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.982613208,
349,1/9/2024,505 West 37th Street,2C,3350,2624,1.3,Studio,1.0,,1.0,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43.0,835,2010.0,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.948856077,
350,1/9/2024,505 West 37th Street,9G,3350,2624,1.3,Studio,1.0,,1.0,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43.0,835,2010.0,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.948856077,
351,1/9/2024,505 West 37th Street,16F,3350,2624,1.3,Studio,1.0,,1.0,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43.0,835,2010.0,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.948856077,
352,1/9/2024,95 Horatio Street,220,6495,2624,2.5,Studio,1.0,,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10.0,280,1994.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.078381654,
353,1/9/2024,95 Horatio Street,608,6475,2624,2.5,Studio,1.0,,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10.0,280,1994.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.07950994,
354,1/9/2024,95 Horatio Street,523,5995,2624,2.3,Studio,1.0,,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10.0,280,1994.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.176628107,
355,1/9/2024,95 Horatio Street,005M,4935,2624,1.9,Studio,1.0,,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10.0,280,1994.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.588447086,
356,3/25/2024,400 West 55th Street,10C,3895,2624,1.5,Studio,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Gotham Properties,18.0,140,2003.0,Yes,Courtyard,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,0.854941022,
357,3/25/2024,66 West 38th Street,16C,4075,2624,1.6,Studio,1.0,,,,10018,$$$,Manhattan,Midtown South,Midtown South,Midtown,Gotham Properties,47.0,374,2001.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.825237055,
358,1/10/2024,232 West 14TH Street,1A,4495,2624,1.7,Studio,1.0,,,,10011,$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Centennial Properties,5.0,9,1900.0,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,,0.739864237,
359,12/15/2023,55 Suffolk Street,1003,4433,2624,1.7,Studio,1.0,2.0,,,10002,$$$$,Manhattan,Lower East Side,East Village,Lower Manhattan,,31.0,378,2023.0,Yes,Childrens Playroom,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,0.773031957,
360,3/25/2024,175 East 96th Street,004A,3800,2624,1.4,Studio,1.0,1.0,,,10128,$$$,Manhattan,East Harlem,Upper Manhattan,Upper Manhattan,Monterey Properties,32.0,522,1992.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,,0.929646721,
361,3/25/2024,175 East 96th Street,015S,3700,2624,1.4,Studio,1.0,1.0,,,10128,$$$,Manhattan,East Harlem,Upper Manhattan,Upper Manhattan,Monterey Properties,32.0,522,1992.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,,0.934555035,
362,3/25/2024,30 Park Avenue,06P,3600,2624,1.4,Studio,1.0,,,,10016,$$$$,Manhattan,Murray Hill,Midtown,Midtown,Monterey Properties,20.0,237,1955.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,0.950706377,
363,3/25/2024,30 Park Avenue,08K,3700,2624,1.4,Studio,1.0,1.0,,,10016,$$$$,Manhattan,Murray Hill,Midtown,Midtown,Monterey Properties,20.0,237,1955.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,0.946940625,
364,3/25/2024,30 Park Avenue,10A,3600,2624,1.4,Studio,1.0,,,,10016,$$$$,Manhattan,Murray Hill,Midtown,Midtown,Monterey Properties,20.0,237,1955.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,0.950706377,
365,3/31/2024,431 West 37th Street,9C,4004,2624,1.5,Studio,1.0,,,,10018,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,98,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.867145436,
366,5/4/2024,26 Jane Street,0,3150,2624,1.2,Studio,1.0,,,,10014,$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,5.0,15,,Yes,Management Company,,Walk up,,,,,,,,,,,,0.973987812,
367,5/4/2024,27 Avenue C,0,3050,2624,1.2,Studio,1.0,,,,10009,$$$,Manhattan,East Village,Lower Manhattan,Lower Manhattan,Icon Realty Management,5.0,24,1910.0,Yes,Courtyard,Laundry in Building,Management Company,,Walk up,,,,,,,,,,0.975303573,
368,5/4/2024,27 Avenue C,0,2800,2624,1.1,Studio,1.0,,,,10009,$$$,Manhattan,East Village,Lower Manhattan,Lower Manhattan,Icon Realty Management,5.0,24,1910.0,Yes,Courtyard,Laundry in Building,Management Company,,Walk up,,,,,,,,,,0.984306336,
369,5/4/2024,28 West 88th Street,0,2900,2624,1.1,Studio,1.0,,,,10024,$,Manhattan,Upper West Side,Upper West Side,,Icon Realty Management,4.0,10,1900.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.985322305,
370,5/4/2024,316 West 14th Street,0,3200,2624,1.2,Studio,1.0,,,,10014,$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,4.0,20,1910.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.972986691,
371,5/4/2024,316 West 14th Street,0,2700,2624,1.0,Studio,1.0,,,,10014,$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,4.0,20,1910.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.989112799,
372,5/4/2024,340 East 81st Street,0,2750,2624,1.0,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Icon Realty Management,5.0,16,1910.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.988687026,
373,5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1.0,,,,10022,$$,Manhattan,Midtown East,Midtown,Midtown,Icon Realty Management,6.0,26,1930.0,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,,0.972986691,
374,5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1.0,,,,10022,$$,Manhattan,Midtown East,Midtown,Midtown,Icon Realty Management,6.0,26,1930.0,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,,0.972986691,
375,5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1.0,,,,10022,$$,Manhattan,Midtown East,Midtown,Midtown,Icon Realty Management,6.0,26,1930.0,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,,0.972986691,
376,5/4/2024,342 East 55th Street,0,2950,2624,1.1,Studio,1.0,,,,10022,$$,Manhattan,Midtown East,Midtown,Midtown,Icon Realty Management,6.0,26,1930.0,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,,0.982819165,
377,5/4/2024,39 East 1st Street,0,3500,2624,1.3,Studio,1.0,,,,10003,$$,Manhattan,Bowery,East Village,Lower Manhattan,Icon Realty Management,5.0,13,1900.0,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,,0.956171709,
378,5/4/2024,409 East 81st Street,0,2750,2624,1.0,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Icon Realty Management,5.0,20,1900.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.988687026,
379,5/4/2024,409 East 81st Street,0,2750,2624,1.0,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Icon Realty Management,5.0,20,1900.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.988687026,
380,5/4/2024,409 East 81st Street,0,2700,2624,1.0,Studio,1.0,,,,10028,$$,Manhattan,Yorkville,Upper East Side,,Icon Realty Management,5.0,20,1900.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.989112799,
381,5/4/2024,443 East 78th Street,0,2800,2624,1.1,Studio,1.0,,,,10075,$$,Manhattan,Upper East Side,Upper East Side,,Icon Realty Management,5.0,20,1924.0,Yes,Management Company,,Walk up,,,,,,,,,,,,0.984677761,
