Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Probability
5/9/2024,449 Chester Street,70% AMI,1320.0,2624,0.5,Studio,1.0,nan,nan,nan,11212,$,Crown Heights,nan,nan,CC Apartment Management,nan,3,nan,Yes,Elevator(1),Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9990161288997389
5/9/2024,449 Chester Street,80% AMI,1519.0,2624,0.6,Studio,1.0,nan,nan,nan,11212,$,Crown Heights,nan,nan,CC Apartment Management,nan,3,nan,Yes,Elevator(1),Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9984988329459499
5/9/2024,751 East 6th Street,8C,3095.0,2624,1.2,Studio,1.0,nan,nan,nan,10009,$$,East Village,Lower Manhattan,Lower Manhattan,CC Apartment Management,12.0,80,2018.0,Yes,Elevator(2),Gym,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,nan,nan,0.974448524896483
2/13/2024,101 Bedford Avenue,505,3695.0,2624,1.4,Studio,1.0,nan,nan,nan,11211,$$,Williamsburg,nan,nan,Halcyon Management,8.0,351,2013.0,Yes,Courtyard,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.9347918999677697
2/13/2024,76 East 1st Street,3C,2499.0,2624,1.0,Studio,1.0,nan,nan,nan,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Better Living Properties,5.0,16,1900.0,Yes,Management Company,nan,Walk up,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9904426236796463
2/13/2024,164 Grand Street,1A,3495.0,2624,1.3,Studio,2.0,nan,nan,nan,11249,$$$,Williamsburg,nan,nan,Halcyon Management,4.0,8,2006.0,Yes,Management Company,nan,Cats Allowed,Dogs Allowed,Walk up,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7466455579952278
2/13/2024,209 East 10th Street,5A,3800.0,2624,1.4,Studio,1.0,1.0,nan,nan,10003,$,East Village,Lower Manhattan,Lower Manhattan,Big Apple Management,5.0,15,1920.0,Yes,Management Company,nan,Walk up,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9296467205332751
3/31/2024,50 East 28th Street,13C,4265.0,2624,1.6,Studio,1.0,nan,nan,nan,10016,$$$$,Midtown South,Midtown South,Midtown,Equity Residential,22.0,269,2014.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,0.8705932524953044
3/31/2024,50 East 28th Street,2B,4365.0,2624,1.7,Studio,1.0,nan,nan,nan,10016,$$$$,Midtown South,Midtown South,Midtown,Equity Residential,22.0,269,2014.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,0.8263537894132064
3/31/2024,50 East 28th Street,5G,4395.0,2624,1.7,Studio,1.0,nan,nan,nan,10016,$$$$,Midtown South,Midtown South,Midtown,Equity Residential,22.0,269,2014.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,0.8229884712478304
3/31/2024,50 East 28th Street,18C,4435.0,2624,1.7,Studio,1.0,nan,nan,nan,10016,$$$$,Midtown South,Midtown South,Midtown,Equity Residential,22.0,269,2014.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,0.8184220386653117
3/31/2024,50 East 28th Street,17B,4515.0,2624,1.7,Studio,1.0,nan,nan,nan,10016,$$$$,Midtown South,Midtown South,Midtown,Equity Residential,22.0,269,2014.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,0.8090152943961786
3/31/2024,600 Washington Street,409,4705.0,2624,1.8,Studio,1.0,nan,nan,nan,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,Equity Residential,6.0,136,2003.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.6909623343791219
3/31/2024,600 Washington Street,312,4750.0,2624,1.8,Studio,1.0,nan,nan,nan,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,Equity Residential,6.0,136,2003.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.683457849958969
3/31/2024,600 Washington Street,711,4863.0,2624,1.9,Studio,1.0,nan,nan,nan,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,Equity Residential,6.0,136,2003.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.6019055195500169
3/31/2024,600 Washington Street,410,5348.0,2624,2.0,Studio,1.0,nan,nan,nan,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,Equity Residential,6.0,136,2003.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.4423808150393684
11/13/2023,55 Suffolk Street,420,3866.0,2624,1.5,Studio,1.0,1.5,nan,nan,10002,$$$$,Lower East Side,East Village,Lower Manhattan,nan,31.0,378,2023.0,Yes,Childrens Playroom,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,0.900489321755113
11/13/2023,55 Suffolk Street,PH304,5396.0,2624,2.1,Studio,1.0,1.5,nan,nan,10002,$$$$,Lower East Side,East Village,Lower Manhattan,nan,31.0,378,2023.0,Yes,Childrens Playroom,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,0.35522691894934383
12/29/2023,12 East 86th Street,1025,3450.0,2624,1.3,Studio,1.0,nan,nan,nan,10028,$$$$,Upper East Side,Upper East Side,nan,Brodsky Organization,15.0,343,1932.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.9577689500408668
3/31/2024,305 West 50th Street,03M,3648.0,2624,1.4,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,25.0,293,1997.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.9032749342380118
3/31/2024,305 West 50th Street,04B,3823.0,2624,1.5,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,25.0,293,1997.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.8617323945369496
3/31/2024,305 West 50th Street,06N,3828.0,2624,1.5,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,25.0,293,1997.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.8612695299760897
3/31/2024,305 West 50th Street,11N,3973.0,2624,1.5,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,25.0,293,1997.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.8472735546437746
3/31/2024,305 West 50th Street,16L,4124.0,2624,1.6,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,25.0,293,1997.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.790442575082202
3/31/2024,505 West 54th Street,927,3536.0,2624,1.3,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,222,2000.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9301941812319212
3/31/2024,505 West 54th Street,1127,3556.0,2624,1.4,Studio,1.0,nan,nan,nan,10019,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12.0,222,2000.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9093342647269553
3/31/2024,245 East 40th Street,17G,3657.0,2624,1.4,Studio,1.0,nan,nan,nan,10016,$$$$,Murray Hill,Midtown,Midtown,Equity Residential,34.0,300,1972.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,0.9485920832313969
3/31/2024,245 East 40th Street,04G,3813.0,2624,1.5,Studio,1.0,nan,nan,nan,10016,$$$$,Murray Hill,Midtown,Midtown,Equity Residential,34.0,300,1972.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,0.9259121201524636
3/31/2024,245 East 40th Street,34J,3920.0,2624,1.5,Studio,1.0,nan,nan,nan,10016,$$$$,Murray Hill,Midtown,Midtown,Equity Residential,34.0,300,1972.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,0.9200120420192467
3/31/2024,170 Amsterdam Avenue,08C,4389.0,2624,1.7,Studio,1.0,nan,nan,nan,10023,$$$$,Lincoln Square,Upper West Side,nan,Equity Residential,20.0,235,2015.0,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.8150337533411712
3/31/2024,180 Riverside Boulevard,9E,3268.0,2624,1.2,Studio,1.0,nan,nan,nan,10069,$$$,Lincoln Square,Upper West Side,nan,Equity Residential,40.0,516,1998.0,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9733559683722723
3/31/2024,180 Riverside Boulevard,9F,3315.0,2624,1.3,Studio,1.0,nan,nan,nan,10069,$$$,Lincoln Square,Upper West Side,nan,Equity Residential,40.0,516,1998.0,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9641911262391607
3/31/2024,228 West 71st Street,14I,3181.0,2624,1.2,Studio,1.0,nan,nan,nan,10023,$$$,Lincoln Square,Upper West Side,nan,Equity Residential,14.0,169,1917.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9773219709056866
3/31/2024,228 West 71st Street,15N,3229.0,2624,1.2,Studio,1.0,nan,nan,nan,10023,$$$,Lincoln Square,Upper West Side,nan,Equity Residential,14.0,169,1917.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9764817290188881
3/31/2024,71 Broadway,010E,3760.0,2624,1.4,Studio,1.0,nan,nan,nan,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Equity Residential,23.0,237,1900.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.931649610616894
3/31/2024,71 Broadway,014E,3788.0,2624,1.4,Studio,1.0,nan,nan,nan,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Equity Residential,23.0,237,1900.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.9302532171629437
12/29/2023,160 West 71st Street,5H,2850.0,2624,1.1,Studio,1.0,nan,nan,nan,10023,$$,Lincoln Square,Upper West Side,nan,Brodsky Organization,19.0,303,1923.0,Yes,Doorman,Elevator(3),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,nan,0.9864650662097196
3/31/2024,71 Broadway,020F,3982.0,2624,1.5,Studio,1.0,nan,nan,nan,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Equity Residential,23.0,237,1900.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.8976556706530966
2/19/2024,77 West 15th Street,Studio,3379.0,2624,1.3,Studio,1.0,nan,nan,nan,10011,$$$,Flatiron District,Midtown,Midtown,Manhattan Skyline,6.0,108,1973.0,Yes,Deposit Free,Elevator(1),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,0.9519203336414069
3/31/2024,175 Kent Avenue,519,3696.0,2624,1.4,Studio,1.0,nan,nan,nan,11211,$$,Williamsburg,nan,nan,Equity Residential,7.0,113,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9347445908612566
3/31/2024,175 Kent Avenue,323,3825.0,2624,1.5,Studio,1.0,nan,nan,nan,11211,$$,Williamsburg,nan,nan,Equity Residential,7.0,113,2009.0,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,0.9083167298009345
12/29/2023,18 Sixth Avenue,3804,3380.0,2624,1.3,Studio,1.0,nan,nan,nan,11217,$$$,Prospect Heights,nan,nan,Brodsky Organization,51.0,858,2021.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,nan,0.9644678191342032
12/29/2023,18 Sixth Avenue,3801,3550.0,2624,1.4,Studio,1.0,nan,nan,nan,11217,$$$,Prospect Heights,nan,nan,Brodsky Organization,51.0,858,2021.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,nan,0.9478768977150525
12/29/2023,18 Sixth Avenue,406,3695.0,2624,1.4,Studio,1.0,nan,nan,nan,11217,$$$,Prospect Heights,nan,nan,Brodsky Organization,51.0,858,2021.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,nan,0.9420303056842855
3/31/2024,41 West 86th Street,09D,3091.0,2624,1.2,Studio,1.0,nan,nan,nan,10024,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,166,1927.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.977899907185085
3/31/2024,41 West 86th Street,15G,3143.0,2624,1.2,Studio,1.0,nan,nan,nan,10024,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,166,1927.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9770109746496931
3/31/2024,41 West 86th Street,16B,3143.0,2624,1.2,Studio,1.0,nan,nan,nan,10024,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,166,1927.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9770109746496931
3/31/2024,41 West 86th Street,16F,3191.0,2624,1.2,Studio,1.0,nan,nan,nan,10024,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,166,1927.0,Yes,Available Short Term,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9761594911462307
12/29/2023,200 West 60th Street,20A,4050.0,2624,1.5,Studio,1.0,nan,nan,nan,10023,$$$,Lincoln Square,Upper West Side,nan,Brodsky Organization,35.0,254,1991.0,Yes,Doorman,Elevator(4),Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9074864012419479
12/29/2023,208 West 23rd Street,1508,3100.0,2624,1.2,Studio,1.0,nan,nan,nan,10011,$$$,Chelsea,Midtown,Midtown,Brodsky Organization,17.0,262,1927.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.9698428420783396
12/29/2023,24 Fifth Avenue,425,3395.0,2624,1.3,Studio,1.0,nan,nan,nan,10011,$$$,Greenwich Village,Lower Manhattan,Lower Manhattan,Brodsky Organization,21.0,420,1926.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.9513489846934229
3/31/2024,111 Lawrence Street,15B,2992.0,2624,1.1,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9846905943067756
3/31/2024,111 Lawrence Street,10D,3000.0,2624,1.1,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9845967437257254
3/31/2024,111 Lawrence Street,26B,3031.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9794670172588672
3/31/2024,111 Lawrence Street,28B,3051.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9791526132755259
3/31/2024,111 Lawrence Street,33B,3060.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9790095988011317
3/31/2024,111 Lawrence Street,39B,3084.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9786235172388791
3/31/2024,111 Lawrence Street,42B,3096.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.978427880083939
3/31/2024,111 Lawrence Street,07C,3108.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9782304922905565
3/31/2024,111 Lawrence Street,26D,3156.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9774231343517145
3/31/2024,111 Lawrence Street,23E,3165.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9772685309716759
3/31/2024,111 Lawrence Street,32D,3181.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9769911234396073
3/31/2024,111 Lawrence Street,28E,3206.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9765510442692515
3/31/2024,111 Lawrence Street,38E,3235.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9760302556555817
3/31/2024,111 Lawrence Street,49D,3249.0,2624,1.2,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.975774818784911
3/31/2024,111 Lawrence Street,41D,3292.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9675118337129633
3/31/2024,111 Lawrence Street,40C,3331.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9665471571910857
3/31/2024,111 Lawrence Street,22C,3338.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9663711069517719
3/31/2024,111 Lawrence Street,39C,3342.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9662701056584467
3/31/2024,111 Lawrence Street,43C,3358.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.9658631653476627
3/31/2024,111 Lawrence Street,33C,3393.0,2624,1.3,Studio,1.0,nan,nan,nan,11201,$$,Downtown Brooklyn,nan,nan,Equity Residential,51.0,490,2009.0,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.964956408764562
12/29/2023,75 West End Avenue,C5E,4000.0,2624,1.5,Studio,1.0,nan,nan,nan,10069,$$$,Lincoln Square,Upper West Side,nan,Brodsky Organization,37.0,500,1994.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Swimming Pool,nan,nan,nan,nan,0.9024176212434115
3/31/2024,730 Columbus Avenue,10B,4026.0,2624,1.5,Studio,1.0,nan,nan,nan,10025,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,163,1986.0,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.8944765925901894
3/31/2024,730 Columbus Avenue,12B,4071.0,2624,1.6,Studio,1.0,nan,nan,nan,10025,$$$,Upper West Side,Upper West Side,nan,Equity Residential,16.0,163,1986.0,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,0.8622098445360636
3/31/2024,750 Columbus Avenue,PHSB,4401.0,2624,1.7,Studio,1.0,nan,nan,nan,10025,$$$,Manhattan Valley,Upper West Side,nan,Equity Residential,12.0,207,1988.0,Yes,Available Short Term,Courtyard,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,0.7873639063232046
2/16/2024,150 East 34th Street,2307,3475.0,2624,1.3,Studio,1.0,nan,nan,nan,10016,$$$,Kips Bay,Midtown,Midtown,Lefrak Organization,39.0,282,1987.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,0.9652771831830093
