Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,,,,,,,,,,,,,
3/31/2024,111 Lawrence Street,11J,3931,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Equity Residential,51,490,2009,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,111 Lawrence Street,29K,3937,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Equity Residential,51,490,2009,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,111 Lawrence Street,39F,4010,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Equity Residential,51,490,2009,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,111 Lawrence Street,29J,4065,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Equity Residential,51,490,2009,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,111 Lawrence Street,50J,4111,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Equity Residential,51,490,2009,Yes,Available Short Term,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,303 East 83rd Street,04E,4466,2696,1.7,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,05E,4481,2696,1.7,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,07C,4525,2696,1.7,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,26E,4540,2696,1.7,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,07F,4890,2696,1.8,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,27J,5125,2696,1.9,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,28F,5436,2696,2,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,303 East 83rd Street,08A,5776,2696,2.1,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Equity Residential,30,261,1978,Yes,Available Short Term,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
12/29/2023,75 West End Avenue,S9H,4600,2696,1.7,1,1,,,,10069,$$$,Lincoln Square,Upper West Side,,Brodsky Organization,37,500,1994,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Swimming Pool,,,,
12/29/2023,75 West End Avenue,C23F,4700,2696,1.7,1,1,,,,10069,$$$,Lincoln Square,Upper West Side,,Brodsky Organization,37,500,1994,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Swimming Pool,,,,
12/29/2023,One Columbus Place,S34E,4275,2696,1.6,1,1,,,,10019,$$$,Hell's Kitchen,Midtown,Midtown,Brodsky Organization,51,729,1996,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,
12/29/2023,One Columbus Place,N9E,4650,2696,1.7,1,1,,,,10019,$$$,Hell's Kitchen,Midtown,Midtown,Brodsky Organization,51,729,1996,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,
12/29/2023,One Columbus Place,N25G,5100,2696,1.9,1,1,,,,10019,$$$,Hell's Kitchen,Midtown,Midtown,Brodsky Organization,51,729,1996,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,730 Columbus Avenue,08A,4030,2696,1.5,1,1,,,,10025,$$$,Upper West Side,Upper West Side,,Equity Residential,16,163,1986,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,730 Columbus Avenue,16A,4177,2696,1.5,1,1,,,,10025,$$$,Upper West Side,Upper West Side,,Equity Residential,16,163,1986,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,730 Columbus Avenue,14J,4370,2696,1.6,1,1,,,,10025,$$$,Upper West Side,Upper West Side,,Equity Residential,16,163,1986,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,730 Columbus Avenue,14G,4645,2696,1.7,1,1,,,,10025,$$$,Upper West Side,Upper West Side,,Equity Residential,16,163,1986,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,730 Columbus Avenue,15E,4730,2696,1.8,1,1,,,,10025,$$$,Upper West Side,Upper West Side,,Equity Residential,16,163,1986,Yes,Available Short Term,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,750 Columbus Avenue,PHC,4424,2696,1.6,1,1,,,,10025,$$$,Manhattan Valley,Upper West Side,,Equity Residential,12,207,1988,Yes,Available Short Term,Courtyard,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,
3/31/2024,750 Columbus Avenue,11E,4469,2696,1.7,1,1,,,,10025,$$$,Manhattan Valley,Upper West Side,,Equity Residential,12,207,1988,Yes,Available Short Term,Courtyard,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,
3/31/2024,750 Columbus Avenue,09E,4648,2696,1.7,1,1,,,,10025,$$$,Manhattan Valley,Upper West Side,,Equity Residential,12,207,1988,Yes,Available Short Term,Courtyard,Doorman,Elevator(5),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,
1/10/2024,410 East 13TH Street,1A,4695,2696,1.7,1,1.5,,,,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Roomrs Co Living,6,35,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
2/16/2024,351 East 84th Street,13A,4500,2696,1.7,1,1,,,,10028,$$$,Yorkville,Upper East Side,,Kibel,32,179,1970,Yes,Courtyard,Doorman,Elevator(3),Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,Swimming Pool,,,,
2/16/2024,417 East 57th Street,10A,3825,2696,1.4,1,1,0.5,,,10022,$$,Sutton Place,Midtown East,Midtown,Lefrak Organization,34,125,1974,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
2/16/2024,417 East 57th Street,11B,3825,2696,1.4,1,1,0.5,,,10022,$$,Sutton Place,Midtown East,Midtown,Lefrak Organization,34,125,1974,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
2/16/2024,417 East 57th Street,16A,3855,2696,1.4,1,1,0.5,,,10022,$$,Sutton Place,Midtown East,Midtown,Lefrak Organization,34,125,1974,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
2/16/2024,417 East 57th Street,14A,3855,2696,1.4,1,1,0.5,,,10022,$$,Sutton Place,Midtown East,Midtown,Lefrak Organization,34,125,1974,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
2/16/2024,417 East 57th Street,2C,3695,2696,1.4,1,1,,,,10022,$$,Sutton Place,Midtown East,Midtown,Lefrak Organization,34,125,1974,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
2/16/2024,70 West 95th Street,3E,4150,2696,1.5,1,1,,,,10025,$$,Upper West Side,Upper West Side,,Lefrak Organization,27,246,1968,Yes,Doorman,Elevator(3),Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,,
2/16/2024,101 West 90th Street,4K,4540,2696,1.7,1,1,,,,10024,$$$,Upper West Side,Upper West Side,,Lefrak Organization,22,190,1987,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,150 East 34th Street,2903,4625,2696,1.7,1,1,,,,10016,$$$,Kips Bay,Midtown,Midtown,Lefrak Organization,39,282,1987,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,,,,,,,
2/16/2024,75 West Street,6L,4350,2696,1.6,1,1,1,,,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,18,206,1926,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,75 West Street,7P,4500,2696,1.7,1,1,1,,,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,18,206,1926,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,75 West Street,12E,4250,2696,1.6,1,1,1,,,10006,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,18,206,1926,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/10/2024,42 AVENUE B,2/2FS,3495,2696,1.3,1,1,,,,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Centennial Properties,5,10,1900,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
1/10/2024,432 East 13TH Street,5,3495,2696,1.3,1,1,,,,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Centennial Properties,6,40,1900,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
1/10/2024,44 Avenue B,4D,3395,2696,1.3,1,1,,,,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Centennial Properties,5,16,1900,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
1/10/2024,493 Second Avenue,1,3495,2696,1.3,1,1,,,,10016,$$,Kips Bay,Midtown,Midtown,Centennial Properties,5,18,1920,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
1/10/2024,52 BARROW Street,1C,4495,2696,1.7,1,1,,,,10014,$$$,West Village,Greenwich Village,Lower Manhattan,Centennial Properties,5,20,1910,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
1/10/2024,60 Avenue B,1B,3495,2696,1.3,1,1,,,,10009,$$,East Village,Lower Manhattan,Lower Manhattan,Centennial Properties,6,22,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
1/10/2024,697 10TH Avenue,5RS,3595,2696,1.3,1,1,,,,10036,$$,Hell's Kitchen,Midtown,Midtown,Centennial Properties,5,15,1901,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
4/22/2024,120 West 21st Street,1010,5747,2696,2.1,1,1,,,,10011,$$$$,Chelsea,Midtown,Midtown,UDR,14,210,2001,Yes,Available Furnished,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,
4/22/2024,120 West 21st Street,204,6150,2696,2.3,1,1,,,,10011,$$$$,Chelsea,Midtown,Midtown,UDR,14,210,2001,Yes,Available Furnished,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,
2/16/2024,37 Wall Street,5M,3650,2696,1.4,1,1,1,,,10005,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,25,373,1906,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,37 Wall Street,5J,4050,2696,1.5,1,1,1,,,10005,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,25,373,1906,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,37 Wall Street,9T,3995,2696,1.5,1,1,1,,,10005,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,25,373,1906,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,37 Wall Street,15P,4550,2696,1.7,1,1,1,,,10005,$$$,Financial District,Lower Manhattan,Lower Manhattan,Skyline Developers,25,373,1906,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
2/16/2024,1050 Sixth Avenue,5C,4275,2696,1.6,1,1,2,,,10018,$$$,Midtown South,Midtown South,Midtown,Skyline Developers,24,62,2018,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,,,,,,,
2/16/2024,136 East 55th Street,11G,4820,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,136 East 55th Street,12F,7850,2696,2.9,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,136 East 55th Street,5P,4900,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,136 East 55th Street,6R,4750,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,136 East 55th Street,PHA,4650,2696,1.7,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,136 East 55th Street,4D,4850,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,15,194,1956,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,
2/16/2024,144 West 86th Street,11D,5450,2696,2,1,1,,,,10024,$$$,Upper West Side,Upper West Side,,Rudin Management,17,63,1928,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
2/16/2024,211 East 70th Street,20C,7700,2696,2.9,1,2,,,,10021,$$$$,Lenox Hill,Upper East Side,,Rudin Management,35,269,1976,Yes,Courtyard,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
2/16/2024,211 East 70th Street,27C,7950,2696,2.9,1,2,,,,10021,$$$$,Lenox Hill,Upper East Side,,Rudin Management,35,269,1976,Yes,Courtyard,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
2/16/2024,215 East 68th Street,12B,7250,2696,2.7,1,2,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,14O,6650,2696,2.5,1,2,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,14R,5600,2696,2.1,1,1,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,15I,6300,2696,2.3,1,1,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,15Z,5450,2696,2,1,1,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,19B,6795,2696,2.5,1,2,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
2/16/2024,215 East 68th Street,21E,7300,2696,2.7,1,2,,,,10065,$$$$,Lenox Hill,Upper East Side,,Rudin Management,33,608,1962,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,
11/29/2023,55 Suffolk Street,1903,5666,2696,2.1,1,1,2,,,10002,$$$$,Lower East Side,East Village,Lower Manhattan,,31,378,2023,Yes,Childrens Playroom,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,
2/16/2024,295 Central Park West,9F,6495,2696,2.4,1,1,,,,10024,$$$,Upper West Side,Upper West Side,,Rudin Management,20,127,1940,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
3/31/2024,100 Willoughby Street,001-5R,3675,2696,1.4,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-9R,3687,2696,1.4,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/24/2024,55 Thompson Street,1,11000,2696,4.1,1,1.5,,,,10012,$$$$,SoHo,Lower Manhattan,Lower Manhattan,Manhattan Skyline,9,38,2011,Yes,Deposit Free,Doorman,Elevator(2),Gym,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/29/2024,110 Green Street,B609,4093,2696,1.5,1,1,,,,11222,$$,Greenpoint,,,World Wide Group,6,130,2008,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Swimming Pool,,,,,,
1/29/2024,110 Green Street,B206,3876,2696,1.4,1,1,,,,11222,$$,Greenpoint,,,World Wide Group,6,130,2008,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Swimming Pool,,,,,,
1/29/2024,42-15 Crescent Street,8F-9F,3656,2696,1.4,1,1,,,,11101,$$,Long Island City,,,World Wide Group,11,124,2016,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/29/2024,42-15 Crescent Street,5H,3516,2696,1.3,1,1,,,,11101,$$,Long Island City,,,World Wide Group,11,124,2016,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/29/2024,41-42 24th Street,1505-2005,3856,2696,1.4,1,1,,,,11101,$$,Long Island City,,,World Wide Group,21,421,2015,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,
1/29/2024,41-42 24th Street,1601-2001,4236,2696,1.6,1,1,,,,11101,$$,Long Island City,,,World Wide Group,21,421,2015,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,
2/16/2024,295 Central Park West,2F,6095,2696,2.3,1,1,,,,10024,$$$,Upper West Side,Upper West Side,,Rudin Management,20,127,1940,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
3/31/2024,100 Willoughby Street,001-20R,3818,2696,1.4,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-7W,3865,2696,1.4,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
2/16/2024,254 East 68th Street,28C,7150,2696,2.7,1,2,,,,10065,$$$,Lenox Hill,Upper East Side,,Rudin Management,32,174,1974,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,
2/16/2024,300 East 57th Street,15H,4975,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,19,161,1947,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
2/16/2024,254 East 68th Street,27C,7300,2696,2.7,1,2,,,,10065,$$$,Lenox Hill,Upper East Side,,Rudin Management,32,174,1974,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,
2/16/2024,300 East 57th Street,2H,4800,2696,1.8,1,1,,,,10022,$$$,Midtown East,Midtown,Midtown,Rudin Management,19,161,1947,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
2/16/2024,40 Park Avenue,3J,4950,2696,1.8,1,1,,,,10016,$$$,Murray Hill,Midtown,Midtown,Rudin Management,20,148,1950,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
2/16/2024,40 Park Avenue,5H,5500,2696,2,1,1,,,,10016,$$$,Murray Hill,Midtown,Midtown,Rudin Management,20,148,1950,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,
3/31/2024,100 Willoughby Street,001-20Q,3999,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-3X,4036,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-23Q,4040,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-10X,4100,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-23A,4115,2696,1.5,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-19X,4275,2696,1.6,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-12D,4345,2696,1.6,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-3E,4436,2696,1.6,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,100 Willoughby Street,001-29D,4491,2696,1.7,1,1,,,,11201,$$,Downtown Brooklyn,,,Avalon Communities,30,500,2015,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
